"Flux/Origine","type","Statut","superviseur","Date posté","Date reçu","Date Traité","pseudo","Uid","Titre","Corps Message","Image","Prio","Id.N","ID du contenu","Action"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","28.03.2026 07:37:42","28.03.2026 08:38:10","28.03.2026 08:38:13","pierre56","","","Et bien vous avez raison car ce vaccin est peu performant (il ne diminue pas le risque d'être contaminé alors il se rabat sur la diminution de la virulence mais là encore le résultat est douteux) donc vaccin qui a fortement déçu par rapport aux attentes initiales et à l'évolution des mutations vaccinales vers une baisse de virulence at une augmentation de la contagiosité du virus sauvage. Il est d'ailleurs mollement recommandé et le taux xe couverture vaccinale a énormément baissé .Donc plus besoin de s'écharper sur ce vaccin qui est un ""mauvais"" vaccin qui ne répond pas aux attentes.Les autres vaccination y compris le vaccin anti grippa restent recommandés notamment chez les plus de 65 ans. Le reste n'est que débat idéologique sans fondement sérieux comme aux USA avec Kennedy qui a fait baissé la couverture vaccinale contre la rougeole et on voit le résultat.","","26","26984052127","478699","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","28.03.2026 07:02:57","28.03.2026 08:02:58","28.03.2026 08:02:59","pacha01","","","""D'ailleurs les principaux promoteurs sont actuellement poursuivis devant la Cour de Justice Internationale de la Haye pour crime contre l'humanité."".. bizarre , jamais entendu parler, avec vous des sources? des références? des liens sur ce sujet?","","26","26983968622","478698","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","28.03.2026 07:00:37","28.03.2026 08:00:38","28.03.2026 08:00:40","pacha01","","","""il me semble me rappeler, que l'on rectifie si besoin, que le Maghreb et l'Afrique furent moins touchés par le covid,"" C est ce qu' on disait a l' epoque.. mais ca n'a jamais été verifié.. et les medicaments en question personne n' en a jamais rien su... comme quoi les cliches ont la vie dure...","","26","26983963772","478697","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","28.03.2026 06:57:58","28.03.2026 07:58:18","28.03.2026 07:58:20","pacha01","","","""Les humains deviennent fous en masse et ne reprennent leurs esprits que lentement et individuellement""...Fannie parle t'elle d'elle?","","26","26983959377","478696","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","28.03.2026 06:52:40","28.03.2026 07:53:12","28.03.2026 07:53:14","pacha01","","","""En tout cas, mon cheval de bataille, c’est l'évaluation de la certification""... donc avant meme d'a voir commencé a évaluer les médecins, on réfléchis déjà a évaluer l' évaluation...","","26","26983948634","478695","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","28.03.2026 06:49:16","28.03.2026 07:49:46","28.03.2026 07:49:48","pacha01","","","Les présidents de CME sont a la botte des directeurs , la plupart du temps.. trop contents de ce titre purement honorifique, et d 'etre a coté de Dieu, qui leur donne la parole de temps en temps, et les recois dans son bureau tous les lundi matin.. .. expériences vecues...","","26","26983941042","478694","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","28.03.2026 06:45:47","28.03.2026 07:45:49","28.03.2026 07:45:50","Marie-Caroline B_3","","","Personne ne parle de la suppression du cumul emploi retraite avec retraite complète avant 67 ans.Ceci bénéficie aux femmes médecins principalement !!","","26","26983932126","478693","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","27.03.2026 23:28:23","28.03.2026 00:28:41","28.03.2026 00:28:42","MARIE JO G","","","là c'est les neurones miroir. Dans une entreprise , dans un service plusieurs cas de conjonctivite, un directeur qui banalise au départ sauf qu'il s'agissait d'une fuite d'un produit chimique par rupture d'un tuyau qui passait dans les plafonds","","26","26983337630","478692","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","27.03.2026 23:14:35","28.03.2026 00:14:52","28.03.2026 00:14:55","Régis P","","","Histoire véridique, je peux en témoigner.... Et pareil pour ce célèbre Ministre de l'intérieur qui n'a pas effectué de consultation préopératoire, car trop pressé.... et qui a fait une réaction anaphylactique qui a failli être fatale... Le plus grand service que l'on puisse rendre aux VIP , c'est de les soigner aussi bien que les autres.... avis personnel....! R.P.","","26","26983312868","478691","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","27.03.2026 22:56:05","27.03.2026 23:56:11","27.03.2026 23:56:12","Cécile  V_2","","","Si les IDEL déjà installés etaient payé elles feraient largement le bout des Azalées","","26","26983279277","478690","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","27.03.2026 21:49:34","27.03.2026 22:50:00","27.03.2026 22:50:01","CYRILLE V","","","Nous avons l’habitude des mensonges permanents de Anne Y 🤥","","26","26983141025","478689","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","27.03.2026 21:48:29","27.03.2026 22:48:47","27.03.2026 22:48:47","CYRILLE V","","","Il faudra surtout se séparer de Fannie, la grenouille qui veut se faire aussi grosse que le boeuf","","26","26983138263","478688","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","27.03.2026 21:47:27","27.03.2026 22:47:34","27.03.2026 22:47:35","CYRILLE V","","","Mais vous continuez à participer au forum de ce journal dont vous dénoncez la bien-pensance. Résultat : zéro crédibilité","","26","26983135517","478687","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","27.03.2026 21:18:14","27.03.2026 22:18:27","27.03.2026 22:18:37","CYRILLE V","","","C’est une reconnaissance de professionnalisme de se faire traiter de fasciste par un complotiste antivax.","","26","26983061372","478686","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","27.03.2026 21:15:12","27.03.2026 22:15:36","27.03.2026 22:15:37","CYRILLE V","","","Vous avez vraiment été médecin ?","","26","26983053688","478685","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","27.03.2026 21:11:26","27.03.2026 22:11:40","27.03.2026 22:11:41","CYRILLE V","","","On a l’habitude des mensonges permanents d’Anne Y. Ils font partie du léger bruit de fond résiduel des antivax que plus personne n’écoute.","","26","26983044104","478684","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","27.03.2026 21:01:52","27.03.2026 22:01:59","27.03.2026 22:02:01","CYRILLE V","","","Vous êtes déjà sourd et aveugle face aux résultats des nombreuses études épidémiologiques internationales","","26","26983020790","478683","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","27.03.2026 20:58:54","27.03.2026 21:59:06","27.03.2026 21:59:07","CYRILLE V","","","Non, il est juste candide de gober tout cru les fake news des antivax","","26","26983013076","478682","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","27.03.2026 20:52:05","27.03.2026 21:52:16","27.03.2026 21:52:17","CYRILLE V","","","À ce jour, plus de 50 publications signées par Raoult ont été rétractées car elles sont entachées de graves « erreurs » méthodologiques","","26","26982994766","478680","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","27.03.2026 20:08:05","27.03.2026 21:08:30","27.03.2026 21:08:32","tapas92","","","Bahh, je conseille aux soignants de l'hôpital de Arles de lire l'étude Hello publiée dans Intensive Care Medecine, où un ""bonjour"" le matin et ""un sourire"" ont suffi à régler le burnout à l'APHP (voir l'article du QDM de ce jour) : pas cher et efficace (qu'ils disent), ça devrait plaire à Mme la Directrice Silvia Breton","","26","26982878149","478679","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","27.03.2026 20:01:35","27.03.2026 21:01:48","27.03.2026 21:01:49","Sniffeur","","","Macron aura été élu sur ces malentendus Pas apporter de la peine à la misère!!","","26","26982859882","478678","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","27.03.2026 19:59:55","27.03.2026 21:00:01","27.03.2026 21:00:02","Sniffeur","","","Sauve des gens à risque Pas les moins de 50’às sans pathologie! Et combien de doses!!!!?","","26","26982853916","478677","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","27.03.2026 19:59:19","27.03.2026 20:59:52","27.03.2026 20:59:54","tapas92","","","En réunion, quand un participant baille, les autres se mettent à bailler aussi ... c'est un SCI ? Prise en charge ? Café versus Sieste : l'étude est en cours","","26","26982853593","478676","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","27.03.2026 19:57:36","27.03.2026 20:58:05","27.03.2026 20:58:06","Sniffeur","","","Mais comment passent: Macron Hollande Jospin Touraine 17 ministres de la santé macroniens? Etc?","","26","26982848608","478675","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","27.03.2026 19:53:53","27.03.2026 20:54:07","27.03.2026 20:54:25","tapas92","","","J'en conclue que, de base, dans les services (et en particulier en réa, manifestement), on ne se dit pas ""bonjour"" et ""on ne se sourit pas"" (à cause du masque, peut être ?) ... si c'est cela, ça en dit long sur l'esprit (pour ne pas dire la mentalité) qui règne aujourd'hui dans les hôpitaux de l'APHP. Par ailleurs, la câlinothérapie, ça marche un temps, mais après ? Si c'est LA solution contre le burnout des soignants à l'APHP, ils sont mal !","","26","26982837226","478674","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","27.03.2026 19:51:05","27.03.2026 20:51:13","27.03.2026 20:51:17","pierre56","","","Après 45 ans de médecine générale puis addictologie et enfin gériatarique avec passage des diplôme ad hoc, je dois dire que je suis effraré et effrayé par ce genre de discours et cette machine à gaz de la formation continue avec recertification tous les 5 ans et pourtant j'ai beaucoup fait de FMC et je lis quotidiennement la presse médicale pour continuer à mettre à jour mes connaissances. Les jeunes médecins avec lesquels j'ai l'occasion de discuter de leurs patients me semblent très bien formés et sans doute bien mieux que je ne l'ai été lors de mes études médicales. La dérive technocratique hospitalière ne laisse pas de me surprendre avec des réunions aussi multiples que variées, des formations de personnels et des groupes de travail incessants mais je ne vois pas l'efficience de ce système et je vois passer des compte rendus de réunions des instances des GHT dont je ne comprends pas le sens ni l'intérêt. Je vais avoir 75ans et je vais prendre ma retraite définitive à la fin de l'année mais je plains mes jeunes consoeurs et confrères qui vont devoir s'adapter à un système devenu fou. Sachant que l'entretien et la mise à jour des connaissances est une responsabilité déontologique pour chaque médecin qui a dessus de lui le risque médicolégal en cas d'erreur ce qui est déjà bien suffisant, il vaudrait mieux retirer cette mission importante des mains de nos universitaires hospitaliers.","","26","26982828297","478673","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","27.03.2026 19:42:11","27.03.2026 20:42:20","27.03.2026 20:42:21","JEAN FRANCOIS R_9","","","Le contrôle par les financeurs d'une structure qu'ils financent est effectivement essentiel. C'est ce point qu'il faut exiger.","","26","26982804920","478672","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","27.03.2026 19:39:45","27.03.2026 20:40:01","27.03.2026 20:40:02","JEAN FRANCOIS R_9","","","Refondez en un plus légitime, alors.","","26","26982799415","478671","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","27.03.2026 19:38:15","27.03.2026 20:38:47","27.03.2026 20:38:50","JEAN FRANCOIS R_9","","","c'est un peu simpliste aussi, non ?","","26","26982796368","478670","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","27.03.2026 19:36:42","27.03.2026 20:37:01","27.03.2026 20:37:02","STEPHANE L_9","","","Mais il faut tout simplement supprimer Asalee et redéployer ses quelques 2000 infirmières (en 20 ans...) sur des secteurs de la santé qui manquent de personnel soignant = urgences, epahd, SSR et j'en passe. On va économiser 104M€/an.","","26","26982791486","478669","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Refusé","","27.03.2026 19:34:29","27.03.2026 20:34:43","27.03.2026 20:34:44","JEAN FRANCOIS R_9","","","Effectivement , dès que l'audimat faiblit un petit article sur l'ordre fait le putaclic abondant. C'est récurrent, inutile de se formaliser, les anti ordre inconditionnels le resteront quoiqu'il arrive. C'est comme le complotisme anti big pharma ou l'anti-vaxisme , ça ne se raisonne pas.","","26","26982785338","478668","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","27.03.2026 19:07:44","27.03.2026 20:07:46","27.03.2026 20:07:49","JEAN FRANCOIS R_9","","","C'est quand même le boulot de l'Ordre que de s'assurer que les médecins entretiennent leurs connaissances et c'est sûrement mieux que ce soit l'ordre que des organismes privés agréés par l'Etat ou bien de repasser des examens à la fac tous les 5 ans non ? Pour le reste assurons nous que les réformes engagées soient effectives.","","26","26982708437","478667","Editer"
